@_type,@_unit,@_creationDate,@_startDate,@_endDate,@_value
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-22 16:37:40 +0300,2021-03-22 16:26:37 +0300,2021-03-22 16:26:39 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-24 13:37:15 +0300,2021-03-24 13:26:12 +0300,2021-03-24 13:26:27 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-25 22:04:21 +0300,2021-03-25 21:53:18 +0300,2021-03-25 22:00:09 +0300,4
HKQuantityTypeIdentifierFlightsClimbed,count,,2021-03-26 21:44:32 +0300,2021-03-26 21:44:34 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,,2021-03-28 10:53:41 +0300,2021-03-28 10:56:08 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,,2021-03-28 14:33:18 +0300,2021-03-28 14:33:33 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-28 18:22:42 +0300,2021-03-28 18:12:10 +0300,2021-03-28 18:12:13 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-29 11:49:45 +0300,2021-03-29 11:38:42 +0300,2021-03-29 11:38:45 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-29 12:12:02 +0300,2021-03-29 12:01:00 +0300,2021-03-29 12:01:02 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-29 17:35:18 +0300,2021-03-29 17:24:15 +0300,2021-03-29 17:24:30 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-30 06:24:47 +0300,2021-03-30 06:13:59 +0300,2021-03-30 06:14:01 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-31 13:37:25 +0300,2021-03-31 13:26:45 +0300,2021-03-31 13:27:00 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-03-31 18:39:29 +0300,2021-03-31 18:28:26 +0300,2021-03-31 18:28:29 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-04-02 13:24:32 +0300,2021-04-02 13:13:01 +0300,2021-04-02 13:13:04 +0300,1
HKQuantityTypeIdentifierFlightsClimbed,count,2021-04-02 18:00:20 +0300,2021-04-02 17:49:17 +0300,2021-04-02 17:49:25 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-04-03 17:05:26 +0300,2021-04-03 16:54:23 +0300,2021-04-03 16:54:41 +0300,2
HKQuantityTypeIdentifierFlightsClimbed,count,2021-04-03 17:49:41 +0300,2021-04-03 17:38:38 +0300,2021-04-03 17:38:41 +0300,1
