@_type,@_unit,@_creationDate,@_startDate,@_endDate,@_value
HKQuantityTypeIdentifierStepCount,count,2021-02-13 12:28:15 +0300,2021-02-13 12:17:12 +0300,2021-02-13 12:17:15 +0300,8
HKQuantityTypeIdentifierStepCount,count,2021-02-13 17:21:36 +0300,2021-02-13 17:07:07 +0300,2021-02-13 17:09:59 +0300,312
HKQuantityTypeIdentifierStepCount,count,2021-02-13 17:31:26 +0300,2021-02-13 17:20:23 +0300,2021-02-13 17:22:19 +0300,33
HKQuantityTypeIdentifierStepCount,count,2021-02-13 17:43:45 +0300,2021-02-13 17:32:42 +0300,2021-02-13 17:40:07 +0300,134
HKQuantityTypeIdentifierStepCount,count,2021-02-13 18:02:50 +0300,2021-02-13 17:51:47 +0300,2021-02-13 17:56:07 +0300,262
HKQuantityTypeIdentifierStepCount,count,2021-02-13 18:40:12 +0300,2021-02-13 18:29:09 +0300,2021-02-13 18:35:47 +0300,401
HKQuantityTypeIdentifierStepCount,count,2021-02-13 21:19:22 +0300,2021-02-13 21:08:19 +0300,2021-02-13 21:13:01 +0300,443
HKQuantityTypeIdentifierStepCount,count,2021-02-13 22:19:24 +0300,2021-02-13 22:08:21 +0300,2021-02-13 22:18:22 +0300,586
HKQuantityTypeIdentifierStepCount,count,2021-02-13 22:29:27 +0300,2021-02-13 22:18:24 +0300,2021-02-13 22:28:25 +0300,625
HKQuantityTypeIdentifierStepCount,count,2021-02-13 22:39:28 +0300,2021-02-13 22:28:25 +0300,2021-02-13 22:38:26 +0300,935
HKQuantityTypeIdentifierStepCount,count,2021-02-13 22:49:29 +0300,2021-02-13 22:38:26 +0300,2021-02-13 22:46:06 +0300,647
HKQuantityTypeIdentifierStepCount,count,2021-02-13 23:04:33 +0300,2021-02-13 22:53:30 +0300,2021-02-13 23:03:30 +0300,886
HKQuantityTypeIdentifierStepCount,count,2021-02-13 23:14:33 +0300,2021-02-13 23:03:30 +0300,2021-02-13 23:13:31 +0300,836
HKQuantityTypeIdentifierStepCount,count,2021-02-13 23:24:34 +0300,2021-02-13 23:13:31 +0300,2021-02-13 23:23:27 +0300,730
HKQuantityTypeIdentifierStepCount,count,2021-02-13 23:35:16 +0300,2021-02-13 23:24:13 +0300,2021-02-13 23:34:14 +0300,705
HKQuantityTypeIdentifierStepCount,count,2021-02-13 23:45:16 +0300,2021-02-13 23:34:14 +0300,2021-02-13 23:43:08 +0300,215
HKQuantityTypeIdentifierStepCount,count,2021-02-14 00:23:57 +0300,2021-02-14 00:12:54 +0300,2021-02-14 00:22:55 +0300,940
HKQuantityTypeIdentifierStepCount,count,2021-02-14 00:33:58 +0300,2021-02-14 00:22:55 +0300,2021-02-14 00:27:35 +0300,370
HKQuantityTypeIdentifierStepCount,count,2021-02-14 04:47:42 +0300,2021-02-14 04:36:39 +0300,2021-02-14 04:38:14 +0300,20
HKQuantityTypeIdentifierStepCount,count,2021-02-14 11:01:04 +0300,2021-02-14 10:50:01 +0300,2021-02-14 10:50:04 +0300,16
HKQuantityTypeIdentifierStepCount,count,2021-02-14 21:35:48 +0300,2021-02-14 21:24:46 +0300,2021-02-14 21:24:48 +0300,3
HKQuantityTypeIdentifierStepCount,count,2021-02-14 22:31:12 +0300,2021-02-14 22:20:10 +0300,2021-02-14 22:20:12 +0300,8
HKQuantityTypeIdentifierStepCount,count,2021-02-14 22:58:25 +0300,2021-02-14 22:47:23 +0300,2021-02-14 22:47:38 +0300,25
HKQuantityTypeIdentifierStepCount,count,2021-02-15 13:33:14 +0300,2021-02-15 13:22:12 +0300,2021-02-15 13:22:14 +0300,8
HKQuantityTypeIdentifierStepCount,count,2021-02-15 17:19:51 +0300,2021-02-15 17:08:48 +0300,2021-02-15 17:18:18 +0300,189
HKQuantityTypeIdentifierStepCount,count,2021-02-15 17:30:23 +0300,2021-02-15 17:19:20 +0300,2021-02-15 17:24:57 +0300,141
HKQuantityTypeIdentifierStepCount,count,2021-02-15 17:50:50 +0300,2021-02-15 17:39:48 +0300,2021-02-15 17:49:49 +0300,380
HKQuantityTypeIdentifierStepCount,count,2021-02-15 18:00:56 +0300,2021-02-15 17:49:54 +0300,2021-02-15 17:51:19 +0300,83
HKQuantityTypeIdentifierStepCount,count,2021-02-15 19:08:01 +0300,2021-02-15 18:56:58 +0300,2021-02-15 19:06:10 +0300,849
HKQuantityTypeIdentifierStepCount,count,2021-02-15 19:18:24 +0300,2021-02-15 19:07:22 +0300,2021-02-15 19:17:23 +0300,976
HKQuantityTypeIdentifierStepCount,count,2021-02-15 19:28:25 +0300,2021-02-15 19:17:23 +0300,2021-02-15 19:21:50 +0300,292
HKQuantityTypeIdentifierStepCount,count,2021-02-15 22:27:12 +0300,2021-02-15 22:16:10 +0300,2021-02-15 22:16:12 +0300,16
HKQuantityTypeIdentifierStepCount,count,2021-02-15 22:39:53 +0300,2021-02-15 22:28:50 +0300,2021-02-15 22:34:37 +0300,268
HKQuantityTypeIdentifierStepCount,count,2021-02-15 22:50:42 +0300,2021-02-15 22:39:40 +0300,2021-02-15 22:49:41 +0300,1003
HKQuantityTypeIdentifierStepCount,count,2021-02-15 23:00:43 +0300,2021-02-15 22:49:41 +0300,2021-02-15 22:59:41 +0300,1040
HKQuantityTypeIdentifierStepCount,count,2021-02-15 23:10:44 +0300,2021-02-15 22:59:41 +0300,2021-02-15 23:09:42 +0300,875
HKQuantityTypeIdentifierStepCount,count,2021-02-15 23:20:45 +0300,2021-02-15 23:09:42 +0300,2021-02-15 23:19:43 +0300,1041
HKQuantityTypeIdentifierStepCount,count,2021-02-15 23:30:46 +0300,2021-02-15 23:19:43 +0300,2021-02-15 23:25:19 +0300,410
HKQuantityTypeIdentifierStepCount,count,2021-02-16 13:16:30 +0300,2021-02-16 13:05:27 +0300,2021-02-16 13:11:21 +0300,335
HKQuantityTypeIdentifierStepCount,count,2021-02-16 13:28:05 +0300,2021-02-16 13:17:03 +0300,2021-02-16 13:21:32 +0300,432
HKQuantityTypeIdentifierStepCount,count,2021-02-16 13:39:13 +0300,2021-02-16 13:28:10 +0300,2021-02-16 13:29:32 +0300,128
HKQuantityTypeIdentifierStepCount,count,2021-02-16 14:34:28 +0300,2021-02-16 14:23:25 +0300,2021-02-16 14:33:26 +0300,1029
HKQuantityTypeIdentifierStepCount,count,2021-02-16 14:44:30 +0300,2021-02-16 14:33:26 +0300,2021-02-16 14:39:49 +0300,534
HKQuantityTypeIdentifierStepCount,count,2021-02-16 16:32:18 +0300,2021-02-16 16:21:45 +0300,2021-02-16 16:31:41 +0300,285
HKQuantityTypeIdentifierStepCount,count,2021-02-16 16:42:16 +0300,2021-02-16 16:31:54 +0300,2021-02-16 16:31:56 +0300,4
HKQuantityTypeIdentifierStepCount,count,2021-02-16 17:36:18 +0300,2021-02-16 17:25:15 +0300,2021-02-16 17:35:16 +0300,667
HKQuantityTypeIdentifierStepCount,count,2021-02-16 17:46:19 +0300,2021-02-16 17:35:16 +0300,2021-02-16 17:44:08 +0300,971
HKQuantityTypeIdentifierStepCount,count,2021-02-16 17:56:56 +0300,2021-02-16 17:45:53 +0300,2021-02-16 17:47:25 +0300,126
HKQuantityTypeIdentifierStepCount,count,2021-02-16 18:27:00 +0300,2021-02-16 18:15:57 +0300,2021-02-16 18:16:49 +0300,44
HKQuantityTypeIdentifierStepCount,count,2021-02-16 18:54:25 +0300,2021-02-16 18:43:23 +0300,2021-02-16 18:43:51 +0300,54
HKQuantityTypeIdentifierStepCount,count,2021-02-16 19:07:56 +0300,2021-02-16 18:56:54 +0300,2021-02-16 19:06:55 +0300,58
HKQuantityTypeIdentifierStepCount,count,2021-02-16 19:17:57 +0300,2021-02-16 19:07:00 +0300,2021-02-16 19:16:55 +0300,861
HKQuantityTypeIdentifierStepCount,count,2021-02-16 19:27:58 +0300,2021-02-16 19:17:00 +0300,2021-02-16 19:26:48 +0300,941
HKQuantityTypeIdentifierStepCount,count,2021-02-16 19:38:12 +0300,2021-02-16 19:27:09 +0300,2021-02-16 19:34:49 +0300,322
HKQuantityTypeIdentifierStepCount,count,2021-02-16 19:48:12 +0300,2021-02-16 19:37:10 +0300,2021-02-16 19:43:43 +0300,289
HKQuantityTypeIdentifierStepCount,count,2021-02-17 07:41:38 +0300,2021-02-17 07:30:36 +0300,2021-02-17 07:30:38 +0300,9
HKQuantityTypeIdentifierStepCount,count,2021-02-17 13:22:56 +0300,2021-02-17 13:11:53 +0300,2021-02-17 13:21:54 +0300,659
HKQuantityTypeIdentifierStepCount,count,2021-02-17 13:32:57 +0300,2021-02-17 13:21:54 +0300,2021-02-17 13:26:34 +0300,308
HKQuantityTypeIdentifierStepCount,count,2021-02-17 14:52:50 +0300,2021-02-17 14:41:48 +0300,2021-02-17 14:49:30 +0300,238
HKQuantityTypeIdentifierStepCount,count,2021-02-17 15:11:58 +0300,2021-02-17 15:00:55 +0300,2021-02-17 15:02:25 +0300,156
HKQuantityTypeIdentifierStepCount,count,2021-02-17 16:34:08 +0300,2021-02-17 16:21:17 +0300,2021-02-17 16:31:18 +0300,327
HKQuantityTypeIdentifierStepCount,count,2021-02-17 16:42:20 +0300,2021-02-17 16:31:18 +0300,2021-02-17 16:41:19 +0300,952
HKQuantityTypeIdentifierStepCount,count,2021-02-17 16:52:39 +0300,2021-02-17 16:41:37 +0300,2021-02-17 16:43:58 +0300,155
HKQuantityTypeIdentifierStepCount,count,2021-02-17 17:17:59 +0300,2021-02-17 17:06:57 +0300,2021-02-17 17:11:37 +0300,304
HKQuantityTypeIdentifierStepCount,count,2021-02-17 17:28:58 +0300,2021-02-17 17:18:35 +0300,2021-02-17 17:28:05 +0300,204
HKQuantityTypeIdentifierStepCount,count,2021-02-17 17:42:10 +0300,2021-02-17 17:31:08 +0300,2021-02-17 17:34:41 +0300,199
HKQuantityTypeIdentifierStepCount,count,2021-02-17 17:53:15 +0300,2021-02-17 17:42:13 +0300,2021-02-17 17:52:08 +0300,312
HKQuantityTypeIdentifierStepCount,count,2021-02-18 01:20:55 +0300,2021-02-18 01:07:44 +0300,2021-02-18 01:08:17 +0300,33
HKQuantityTypeIdentifierStepCount,count,2021-02-18 10:39:07 +0300,2021-02-18 10:28:04 +0300,2021-02-18 10:36:09 +0300,674
HKQuantityTypeIdentifierStepCount,count,2021-02-18 10:53:32 +0300,2021-02-18 10:42:29 +0300,2021-02-18 10:42:42 +0300,8
HKQuantityTypeIdentifierStepCount,count,2021-02-18 11:06:51 +0300,2021-02-18 10:55:48 +0300,2021-02-18 10:59:21 +0300,56
HKQuantityTypeIdentifierStepCount,count,2021-02-18 12:02:48 +0300,2021-02-18 11:51:45 +0300,2021-02-18 12:00:50 +0300,506
HKQuantityTypeIdentifierStepCount,count,2021-02-18 12:16:45 +0300,2021-02-18 12:05:42 +0300,2021-02-18 12:14:41 +0300,66
HKQuantityTypeIdentifierStepCount,count,2021-02-18 13:23:06 +0300,2021-02-18 13:12:04 +0300,2021-02-18 13:20:22 +0300,172
